DateTime,beats_per_minute,TA(C),RH(%),TG(C),WBGT(C)
2024-11-21 11:04:42,118.0,27.3,38.2,32.9,21.6
2024-11-21 11:05:42,118.0,27.8,37.4,35.2,22.3
2024-11-21 11:06:42,118.0,28.3,36.8,36.9,22.9
2024-11-21 11:07:20,103.0,28.3,36.8,36.9,22.9
2024-11-21 11:07:24,106.0,28.3,36.8,36.9,22.9
2024-11-21 11:07:29,106.0,28.3,36.8,36.9,22.9
2024-11-21 11:07:33,104.0,28.3,36.8,36.9,22.9
2024-11-21 11:07:38,108.0,28.3,36.8,36.9,22.9
2024-11-21 11:07:42,108.0,29.0,35.7,38.9,23.6
2024-11-21 11:07:43,104.0,29.0,35.7,38.9,23.6
2024-11-21 11:07:48,105.0,29.0,35.7,38.9,23.6
2024-11-21 11:07:54,108.0,29.0,35.7,38.9,23.6
2024-11-21 11:07:59,106.0,29.0,35.7,38.9,23.6
2024-11-21 11:08:04,103.0,29.0,35.7,38.9,23.6
2024-11-21 11:08:09,103.0,29.0,35.7,38.9,23.6
2024-11-21 11:08:14,87.0,29.0,35.7,38.9,23.6
2024-11-21 11:08:19,86.0,29.0,35.7,38.9,23.6
2024-11-21 11:08:24,88.0,29.0,35.7,38.9,23.6
2024-11-21 11:08:29,89.0,29.0,35.7,38.9,23.6
2024-11-21 11:08:34,89.0,29.0,35.7,38.9,23.6
2024-11-21 11:08:39,92.0,29.0,35.7,38.9,23.6
2024-11-21 11:08:42,92.0,29.8,33.8,39.9,23.9
2024-11-21 11:08:44,97.0,29.8,33.8,39.9,23.9
2024-11-21 11:08:49,99.0,29.8,33.8,39.9,23.9
2024-11-21 11:08:54,93.0,29.8,33.8,39.9,23.9
2024-11-21 11:08:59,91.0,29.8,33.8,39.9,23.9
2024-11-21 11:09:03,92.0,29.8,33.8,39.9,23.9
2024-11-21 11:09:09,96.0,29.8,33.8,39.9,23.9
2024-11-21 11:09:13,97.0,29.8,33.8,39.9,23.9
2024-11-21 11:09:18,99.0,29.8,33.8,39.9,23.9
2024-11-21 11:09:23,96.0,29.8,33.8,39.9,23.9
2024-11-21 11:09:29,95.0,29.8,33.8,39.9,23.9
2024-11-21 11:09:34,100.0,29.8,33.8,39.9,23.9
2024-11-21 11:09:39,102.0,29.8,33.8,39.9,23.9
2024-11-21 11:09:42,102.0,30.4,31.9,40.1,24.1
2024-11-21 11:09:44,101.0,30.4,31.9,40.1,24.1
2024-11-21 11:09:50,98.0,30.4,31.9,40.1,24.1
2024-11-21 11:09:54,100.0,30.4,31.9,40.1,24.1
2024-11-21 11:09:59,99.0,30.4,31.9,40.1,24.1
2024-11-21 11:10:04,98.0,30.4,31.9,40.1,24.1
2024-11-21 11:10:19,98.0,30.4,31.9,40.1,24.1
2024-11-21 11:10:29,102.0,30.4,31.9,40.1,24.1
2024-11-21 11:10:34,100.0,30.4,31.9,40.1,24.1
2024-11-21 11:10:39,89.0,30.4,31.9,40.1,24.1
2024-11-21 11:10:42,89.0,30.9,30.3,40.2,24.2
2024-11-21 11:10:43,95.0,30.9,30.3,40.2,24.2
2024-11-21 11:10:50,95.0,30.9,30.3,40.2,24.2
2024-11-21 11:10:55,98.0,30.9,30.3,40.2,24.2
2024-11-21 11:11:07,86.0,30.9,30.3,40.2,24.2
2024-11-21 11:11:21,95.0,30.9,30.3,40.2,24.2
2024-11-21 11:11:21,89.0,30.9,30.3,40.2,24.2
2024-11-21 11:11:21,85.0,30.9,30.3,40.2,24.2
2024-11-21 11:11:29,94.0,30.9,30.3,40.2,24.2
2024-11-21 11:11:34,86.0,30.9,30.3,40.2,24.2
2024-11-21 11:11:39,90.0,30.9,30.3,40.2,24.2
2024-11-21 11:11:42,90.0,31.5,29.8,40.3,24.4
2024-11-21 11:11:44,88.0,31.5,29.8,40.3,24.4
2024-11-21 11:11:49,88.0,31.5,29.8,40.3,24.4
2024-11-21 11:11:54,86.0,31.5,29.8,40.3,24.4
2024-11-21 11:11:59,86.0,31.5,29.8,40.3,24.4
2024-11-21 11:12:04,87.0,31.5,29.8,40.3,24.4
2024-11-21 11:12:08,97.0,31.5,29.8,40.3,24.4
2024-11-21 11:12:14,100.0,31.5,29.8,40.3,24.4
2024-11-21 11:12:19,101.0,31.5,29.8,40.3,24.4
2024-11-21 11:12:23,106.0,31.5,29.8,40.3,24.4
2024-11-21 11:12:28,99.0,31.5,29.8,40.3,24.4
2024-11-21 11:12:34,103.0,31.5,29.8,40.3,24.4
2024-11-21 11:12:39,103.0,31.5,29.8,40.3,24.4
2024-11-21 11:12:42,103.0,32.1,29.4,40.5,24.8
2024-11-21 11:12:44,106.0,32.1,29.4,40.5,24.8
2024-11-21 11:12:49,108.0,32.1,29.4,40.5,24.8
2024-11-21 11:12:54,106.0,32.1,29.4,40.5,24.8
2024-11-21 11:12:59,108.0,32.1,29.4,40.5,24.8
2024-11-21 11:13:04,105.0,32.1,29.4,40.5,24.8
2024-11-21 11:13:09,100.0,32.1,29.4,40.5,24.8
2024-11-21 11:13:14,96.0,32.1,29.4,40.5,24.8
2024-11-21 11:13:19,94.0,32.1,29.4,40.5,24.8
2024-11-21 11:13:24,93.0,32.1,29.4,40.5,24.8
2024-11-21 11:13:29,89.0,32.1,29.4,40.5,24.8
2024-11-21 11:13:34,91.0,32.1,29.4,40.5,24.8
2024-11-21 11:13:39,90.0,32.1,29.4,40.5,24.8
2024-11-21 11:13:42,90.0,32.6,28.6,40.8,25.0
2024-11-21 11:13:43,90.0,32.6,28.6,40.8,25.0
2024-11-21 11:13:48,91.0,32.6,28.6,40.8,25.0
2024-11-21 11:13:53,96.0,32.6,28.6,40.8,25.0
2024-11-21 11:13:59,97.0,32.6,28.6,40.8,25.0
2024-11-21 11:14:04,97.0,32.6,28.6,40.8,25.0
2024-11-21 11:14:09,96.0,32.6,28.6,40.8,25.0
2024-11-21 11:14:14,95.0,32.6,28.6,40.8,25.0
2024-11-21 11:14:19,98.0,32.6,28.6,40.8,25.0
2024-11-21 11:14:24,108.0,32.6,28.6,40.8,25.0
2024-11-21 11:14:29,111.0,32.6,28.6,40.8,25.0
2024-11-21 11:14:34,112.0,32.6,28.6,40.8,25.0
2024-11-21 11:14:39,125.0,32.6,28.6,40.8,25.0
2024-11-21 11:14:42,125.0,33.0,27.7,40.8,25.1
2024-11-21 11:14:44,124.0,33.0,27.7,40.8,25.1
2024-11-21 11:14:49,115.0,33.0,27.7,40.8,25.1
2024-11-21 11:14:54,116.0,33.0,27.7,40.8,25.1
2024-11-21 11:14:59,113.0,33.0,27.7,40.8,25.1
2024-11-21 11:15:04,111.0,33.0,27.7,40.8,25.1
2024-11-21 11:15:09,108.0,33.0,27.7,40.8,25.1
2024-11-21 11:15:14,119.0,33.0,27.7,40.8,25.1
2024-11-21 11:15:19,121.0,33.0,27.7,40.8,25.1
2024-11-21 11:15:23,112.0,33.0,27.7,40.8,25.1
2024-11-21 11:15:30,114.0,33.0,27.7,40.8,25.1
2024-11-21 11:15:35,116.0,33.0,27.7,40.8,25.1
2024-11-21 11:15:39,117.0,33.0,27.7,40.8,25.1
2024-11-21 11:15:42,117.0,33.6,27.2,40.9,25.3
2024-11-21 11:15:45,118.0,33.6,27.2,40.9,25.3
2024-11-21 11:15:49,116.0,33.6,27.2,40.9,25.3
2024-11-21 11:15:54,110.0,33.6,27.2,40.9,25.3
2024-11-21 11:15:59,99.0,33.6,27.2,40.9,25.3
2024-11-21 11:16:04,97.0,33.6,27.2,40.9,25.3
2024-11-21 11:16:09,92.0,33.6,27.2,40.9,25.3
2024-11-21 11:16:14,88.0,33.6,27.2,40.9,25.3
2024-11-21 11:16:19,87.0,33.6,27.2,40.9,25.3
2024-11-21 11:16:24,89.0,33.6,27.2,40.9,25.3
2024-11-21 11:16:30,90.0,33.6,27.2,40.9,25.3
2024-11-21 11:16:34,89.0,33.6,27.2,40.9,25.3
2024-11-21 11:16:39,91.0,33.6,27.2,40.9,25.3
2024-11-21 11:16:42,91.0,34.2,26.1,41.7,25.7
2024-11-21 11:16:44,91.0,34.2,26.1,41.7,25.7
2024-11-21 11:16:49,96.0,34.2,26.1,41.7,25.7
2024-11-21 11:16:53,99.0,34.2,26.1,41.7,25.7
2024-11-21 11:16:58,100.0,34.2,26.1,41.7,25.7
2024-11-21 11:17:03,97.0,34.2,26.1,41.7,25.7
2024-11-21 11:17:09,96.0,34.2,26.1,41.7,25.7
2024-11-21 11:17:15,96.0,34.2,26.1,41.7,25.7
2024-11-21 11:17:22,97.0,34.2,26.1,41.7,25.7
2024-11-21 11:17:30,100.0,34.2,26.1,41.7,25.7
2024-11-21 11:17:30,100.0,34.2,26.1,41.7,25.7
2024-11-21 11:17:42,100.0,34.3,25.7,41.1,25.6
2024-11-21 11:17:47,107.0,34.3,25.7,41.1,25.6
2024-11-21 11:17:47,102.0,34.3,25.7,41.1,25.6
2024-11-21 11:17:50,96.0,34.3,25.7,41.1,25.6
2024-11-21 11:17:54,108.0,34.3,25.7,41.1,25.6
2024-11-21 11:17:59,107.0,34.3,25.7,41.1,25.6
2024-11-21 11:18:04,106.0,34.3,25.7,41.1,25.6
2024-11-21 11:18:10,106.0,34.3,25.7,41.1,25.6
2024-11-21 11:18:15,106.0,34.3,25.7,41.1,25.6
2024-11-21 11:18:30,106.0,34.3,25.7,41.1,25.6
2024-11-21 11:18:42,106.0,34.6,25.5,40.7,25.6
2024-11-21 11:19:02,104.0,34.6,25.5,40.7,25.6
2024-11-21 11:19:42,104.0,34.7,25.0,39.9,25.4
2024-11-21 11:19:45,108.0,34.7,25.0,39.9,25.4
2024-11-21 11:19:45,107.0,34.7,25.0,39.9,25.4
2024-11-21 11:19:50,107.0,34.7,25.0,39.9,25.4
2024-11-21 11:19:55,107.0,34.7,25.0,39.9,25.4
2024-11-21 11:20:06,109.0,34.7,25.0,39.9,25.4
2024-11-21 11:20:11,108.0,34.7,25.0,39.9,25.4
2024-11-21 11:20:16,108.0,34.7,25.0,39.9,25.4
2024-11-21 11:20:31,112.0,34.7,25.0,39.9,25.4
2024-11-21 11:20:36,111.0,34.7,25.0,39.9,25.4
2024-11-21 11:20:41,110.0,34.7,25.0,39.9,25.4
2024-11-21 11:20:42,110.0,34.7,24.7,39.1,25.2
2024-11-21 11:20:46,116.0,34.7,24.7,39.1,25.2
2024-11-21 11:20:51,119.0,34.7,24.7,39.1,25.2
2024-11-21 11:20:56,121.0,34.7,24.7,39.1,25.2
2024-11-21 11:21:01,128.0,34.7,24.7,39.1,25.2
2024-11-21 11:21:05,130.0,34.7,24.7,39.1,25.2
2024-11-21 11:21:10,131.0,34.7,24.7,39.1,25.2
2024-11-21 11:21:16,117.0,34.7,24.7,39.1,25.2
2024-11-21 11:21:21,115.0,34.7,24.7,39.1,25.2
2024-11-21 11:21:25,112.0,34.7,24.7,39.1,25.2
2024-11-21 11:21:30,111.0,34.7,24.7,39.1,25.2
2024-11-21 11:21:35,112.0,34.7,24.7,39.1,25.2
2024-11-21 11:21:41,96.0,34.7,24.7,39.1,25.2
2024-11-21 11:21:42,96.0,34.3,25.1,37.3,24.7
2024-11-21 11:21:46,95.0,34.3,25.1,37.3,24.7
2024-11-21 11:21:51,98.0,34.3,25.1,37.3,24.7
2024-11-21 11:21:56,104.0,34.3,25.1,37.3,24.7
2024-11-21 11:22:11,109.0,34.3,25.1,37.3,24.7
2024-11-21 11:22:16,110.0,34.3,25.1,37.3,24.7
2024-11-21 11:22:21,110.0,34.3,25.1,37.3,24.7
2024-11-21 11:22:26,113.0,34.3,25.1,37.3,24.7
2024-11-21 11:22:31,116.0,34.3,25.1,37.3,24.7
2024-11-21 11:22:36,116.0,34.3,25.1,37.3,24.7
2024-11-21 11:22:41,117.0,34.3,25.1,37.3,24.7
2024-11-21 11:22:42,117.0,34.2,25.1,35.9,24.4
2024-11-21 11:23:01,113.0,34.2,25.1,35.9,24.4
2024-11-21 11:23:05,113.0,34.2,25.1,35.9,24.4
2024-11-21 11:23:11,120.0,34.2,25.1,35.9,24.4
2024-11-21 11:23:16,122.0,34.2,25.1,35.9,24.4
2024-11-21 11:23:21,126.0,34.2,25.1,35.9,24.4
2024-11-21 11:23:26,116.0,34.2,25.1,35.9,24.4
2024-11-21 11:23:31,112.0,34.2,25.1,35.9,24.4
2024-11-21 11:23:37,110.0,34.2,25.1,35.9,24.4
2024-11-21 11:23:41,110.0,34.2,25.1,35.9,24.4
2024-11-21 11:23:42,110.0,34.1,25.1,35.7,24.2
2024-11-21 11:23:46,99.0,34.1,25.1,35.7,24.2
2024-11-21 11:23:51,104.0,34.1,25.1,35.7,24.2
2024-11-21 11:23:56,114.0,34.1,25.1,35.7,24.2
2024-11-21 11:24:01,119.0,34.1,25.1,35.7,24.2
2024-11-21 11:24:06,118.0,34.1,25.1,35.7,24.2
2024-11-21 11:24:42,118.0,34.1,25.0,35.8,24.3
2024-11-21 11:24:47,98.0,34.1,25.0,35.8,24.3
2024-11-21 11:24:52,101.0,34.1,25.0,35.8,24.3
2024-11-21 11:25:11,93.0,34.1,25.0,35.8,24.3
2024-11-21 11:25:42,93.0,34.2,25.7,36.4,24.6
2024-11-21 11:25:57,107.0,34.2,25.7,36.4,24.6
2024-11-21 11:26:03,107.0,34.2,25.7,36.4,24.6
2024-11-21 11:26:08,114.0,34.2,25.7,36.4,24.6
2024-11-21 11:26:13,116.0,34.2,25.7,36.4,24.6
2024-11-21 11:26:18,116.0,34.2,25.7,36.4,24.6
2024-11-21 11:26:23,115.0,34.2,25.7,36.4,24.6
2024-11-21 11:26:28,108.0,34.2,25.7,36.4,24.6
2024-11-21 11:26:33,107.0,34.2,25.7,36.4,24.6
2024-11-21 11:26:41,107.0,34.2,25.7,36.4,24.6
2024-11-21 11:26:42,107.0,33.9,25.7,36.4,24.4
2024-11-21 11:26:46,99.0,33.9,25.7,36.4,24.4
2024-11-21 11:26:48,100.0,33.9,25.7,36.4,24.4
2024-11-21 11:27:07,93.0,33.9,25.7,36.4,24.4
2024-11-21 11:27:07,93.0,33.9,25.7,36.4,24.4
2024-11-21 11:27:12,93.0,33.9,25.7,36.4,24.4
2024-11-21 11:27:38,90.0,33.9,25.7,36.4,24.4
2024-11-21 11:27:42,90.0,33.9,25.8,36.2,24.4
2024-11-21 11:27:43,92.0,33.9,25.8,36.2,24.4
2024-11-21 11:27:48,93.0,33.9,25.8,36.2,24.4
2024-11-21 11:27:53,93.0,33.9,25.8,36.2,24.4
2024-11-21 11:27:58,96.0,33.9,25.8,36.2,24.4
2024-11-21 11:28:03,99.0,33.9,25.8,36.2,24.4
2024-11-21 11:28:08,102.0,33.9,25.8,36.2,24.4
2024-11-21 11:28:13,103.0,33.9,25.8,36.2,24.4
2024-11-21 11:28:18,102.0,33.9,25.8,36.2,24.4
2024-11-21 11:28:23,103.0,33.9,25.8,36.2,24.4
2024-11-21 11:28:28,108.0,33.9,25.8,36.2,24.4
2024-11-21 11:28:33,107.0,33.9,25.8,36.2,24.4
2024-11-21 11:28:37,106.0,33.9,25.8,36.2,24.4
2024-11-21 11:28:42,107.0,34.1,25.5,36.6,24.5
2024-11-21 11:28:47,103.0,34.1,25.5,36.6,24.5
2024-11-21 11:28:53,101.0,34.1,25.5,36.6,24.5
2024-11-21 11:28:57,100.0,34.1,25.5,36.6,24.5
2024-11-21 11:29:02,101.0,34.1,25.5,36.6,24.5
2024-11-21 11:29:08,99.0,34.1,25.5,36.6,24.5
2024-11-21 11:29:13,100.0,34.1,25.5,36.6,24.5
2024-11-21 11:29:18,101.0,34.1,25.5,36.6,24.5
2024-11-21 11:29:23,102.0,34.1,25.5,36.6,24.5
2024-11-21 11:29:28,102.0,34.1,25.5,36.6,24.5
2024-11-21 11:29:33,102.0,34.1,25.5,36.6,24.5
2024-11-21 11:29:38,103.0,34.1,25.5,36.6,24.5
2024-11-21 11:29:42,103.0,34.1,25.7,36.6,24.6
2024-11-21 11:29:43,103.0,34.1,25.7,36.6,24.6
2024-11-21 11:29:48,105.0,34.1,25.7,36.6,24.6
2024-11-21 11:29:53,107.0,34.1,25.7,36.6,24.6
2024-11-21 11:29:58,112.0,34.1,25.7,36.6,24.6
2024-11-21 11:30:03,115.0,34.1,25.7,36.6,24.6
2024-11-21 11:30:07,122.0,34.1,25.7,36.6,24.6
2024-11-21 11:30:25,122.0,34.1,25.7,36.6,24.6
2024-11-21 11:30:28,120.0,34.1,25.7,36.6,24.6
2024-11-21 11:30:42,120.0,34.0,26.1,36.4,24.6
2024-11-21 11:30:43,106.0,34.0,26.1,36.4,24.6
2024-11-21 11:30:48,109.0,34.0,26.1,36.4,24.6
2024-11-21 11:30:58,106.0,34.0,26.1,36.4,24.6
2024-11-21 11:31:03,103.0,34.0,26.1,36.4,24.6
2024-11-21 11:31:08,99.0,34.0,26.1,36.4,24.6
2024-11-21 11:31:13,100.0,34.0,26.1,36.4,24.6
2024-11-21 11:31:18,100.0,34.0,26.1,36.4,24.6
2024-11-21 11:31:23,103.0,34.0,26.1,36.4,24.6
2024-11-21 11:31:28,103.0,34.0,26.1,36.4,24.6
2024-11-21 11:31:33,104.0,34.0,26.1,36.4,24.6
2024-11-21 11:31:38,99.0,34.0,26.1,36.4,24.6
2024-11-21 11:31:42,99.0,34.1,25.9,36.1,24.5
2024-11-21 11:31:43,102.0,34.1,25.9,36.1,24.5
2024-11-21 11:31:48,102.0,34.1,25.9,36.1,24.5
2024-11-21 11:31:53,104.0,34.1,25.9,36.1,24.5
2024-11-21 11:31:58,107.0,34.1,25.9,36.1,24.5
2024-11-21 11:32:42,107.0,34.1,26.2,35.8,24.4
2024-11-21 11:32:43,115.0,34.1,26.2,35.8,24.4
2024-11-21 11:32:44,120.0,34.1,26.2,35.8,24.4
2024-11-21 11:32:47,125.0,34.1,26.2,35.8,24.4
2024-11-21 11:32:47,121.0,34.1,26.2,35.8,24.4
2024-11-21 11:32:50,119.0,34.1,26.2,35.8,24.4
2024-11-21 11:32:53,117.0,34.1,26.2,35.8,24.4
2024-11-21 11:32:58,116.0,34.1,26.2,35.8,24.4
2024-11-21 11:33:03,114.0,34.1,26.2,35.8,24.4
2024-11-21 11:33:08,121.0,34.1,26.2,35.8,24.4
2024-11-21 11:33:13,125.0,34.1,26.2,35.8,24.4
2024-11-21 11:33:17,125.0,34.1,26.2,35.8,24.4
2024-11-21 11:33:22,121.0,34.1,26.2,35.8,24.4
2024-11-21 11:33:28,116.0,34.1,26.2,35.8,24.4
2024-11-21 11:33:33,109.0,34.1,26.2,35.8,24.4
2024-11-21 11:33:37,107.0,34.1,26.2,35.8,24.4
2024-11-21 11:33:42,107.0,34.1,25.9,36.0,24.4
2024-11-21 11:33:43,109.0,34.1,25.9,36.0,24.4
2024-11-21 11:33:48,107.0,34.1,25.9,36.0,24.4
2024-11-21 11:33:53,107.0,34.1,25.9,36.0,24.4
2024-11-21 11:33:58,106.0,34.1,25.9,36.0,24.4
2024-11-21 11:34:03,106.0,34.1,25.9,36.0,24.4
2024-11-21 11:34:08,107.0,34.1,25.9,36.0,24.4
2024-11-21 11:34:13,106.0,34.1,25.9,36.0,24.4
2024-11-21 11:34:18,107.0,34.1,25.9,36.0,24.4
2024-11-21 11:34:23,106.0,34.1,25.9,36.0,24.4
2024-11-21 11:34:28,108.0,34.1,25.9,36.0,24.4
2024-11-21 11:34:33,108.0,34.1,25.9,36.0,24.4
2024-11-21 11:34:38,108.0,34.1,25.9,36.0,24.4
2024-11-21 11:34:42,108.0,33.9,25.6,35.6,24.2
2024-11-21 11:34:43,109.0,33.9,25.6,35.6,24.2
2024-11-21 11:34:48,109.0,33.9,25.6,35.6,24.2
2024-11-21 11:34:53,106.0,33.9,25.6,35.6,24.2
2024-11-21 11:34:58,103.0,33.9,25.6,35.6,24.2
2024-11-21 11:35:02,102.0,33.9,25.6,35.6,24.2
2024-11-21 11:35:08,99.0,33.9,25.6,35.6,24.2
2024-11-21 11:35:13,102.0,33.9,25.6,35.6,24.2
2024-11-21 11:35:18,105.0,33.9,25.6,35.6,24.2
2024-11-21 11:35:23,106.0,33.9,25.6,35.6,24.2
2024-11-21 11:35:28,108.0,33.9,25.6,35.6,24.2
2024-11-21 11:35:33,113.0,33.9,25.6,35.6,24.2
2024-11-21 11:35:38,113.0,33.9,25.6,35.6,24.2
2024-11-21 11:35:42,113.0,34.2,25.4,36.2,24.4
2024-11-21 11:35:43,111.0,34.2,25.4,36.2,24.4
2024-11-21 11:35:48,115.0,34.2,25.4,36.2,24.4
2024-11-21 11:35:53,123.0,34.2,25.4,36.2,24.4
2024-11-21 11:35:58,125.0,34.2,25.4,36.2,24.4
2024-11-21 11:36:03,126.0,34.2,25.4,36.2,24.4
2024-11-21 11:36:08,126.0,34.2,25.4,36.2,24.4
2024-11-21 11:36:13,123.0,34.2,25.4,36.2,24.4
2024-11-21 11:36:18,122.0,34.2,25.4,36.2,24.4
2024-11-21 11:36:42,122.0,34.1,25.5,36.4,24.4
2024-11-21 11:36:48,119.0,34.1,25.5,36.4,24.4
2024-11-21 11:36:53,119.0,34.1,25.5,36.4,24.4
2024-11-21 11:36:58,116.0,34.1,25.5,36.4,24.4
2024-11-21 11:37:13,107.0,34.1,25.5,36.4,24.4
2024-11-21 11:37:18,107.0,34.1,25.5,36.4,24.4
2024-11-21 11:37:23,124.0,34.1,25.5,36.4,24.4
2024-11-21 11:37:28,127.0,34.1,25.5,36.4,24.4
2024-11-21 11:37:33,131.0,34.1,25.5,36.4,24.4
2024-11-21 11:37:38,120.0,34.1,25.5,36.4,24.4
2024-11-21 11:37:42,120.0,34.1,25.4,35.9,24.3
2024-11-21 11:37:43,118.0,34.1,25.4,35.9,24.3
2024-11-21 11:37:48,113.0,34.1,25.4,35.9,24.3
2024-11-21 11:37:53,105.0,34.1,25.4,35.9,24.3
2024-11-21 11:37:58,105.0,34.1,25.4,35.9,24.3
2024-11-21 11:38:03,107.0,34.1,25.4,35.9,24.3
2024-11-21 11:38:07,108.0,34.1,25.4,35.9,24.3
2024-11-21 11:38:13,107.0,34.1,25.4,35.9,24.3
2024-11-21 11:38:17,114.0,34.1,25.4,35.9,24.3
2024-11-21 11:38:23,118.0,34.1,25.4,35.9,24.3
2024-11-21 11:38:28,119.0,34.1,25.4,35.9,24.3
2024-11-21 11:38:33,122.0,34.1,25.4,35.9,24.3
2024-11-21 11:38:42,122.0,34.2,25.4,36.3,24.4
2024-11-21 11:39:11,140.0,34.2,25.4,36.3,24.4
2024-11-21 11:39:11,139.0,34.2,25.4,36.3,24.4
2024-11-21 11:39:11,128.0,34.2,25.4,36.3,24.4
2024-11-21 11:39:11,126.0,34.2,25.4,36.3,24.4
2024-11-21 11:39:11,123.0,34.2,25.4,36.3,24.4
2024-11-21 11:39:11,122.0,34.2,25.4,36.3,24.4
2024-11-21 11:39:11,122.0,34.2,25.4,36.3,24.4
2024-11-21 11:39:28,142.0,34.2,25.4,36.3,24.4
2024-11-21 11:39:28,141.0,34.2,25.4,36.3,24.4
2024-11-21 11:39:28,136.0,34.2,25.4,36.3,24.4
2024-11-21 11:39:42,136.0,34.1,25.1,36.3,24.3
2024-11-21 11:39:55,114.0,34.1,25.1,36.3,24.3
2024-11-21 11:39:59,113.0,34.1,25.1,36.3,24.3
2024-11-21 11:40:04,111.0,34.1,25.1,36.3,24.3
2024-11-21 11:40:08,109.0,34.1,25.1,36.3,24.3
2024-11-21 11:40:14,135.0,34.1,25.1,36.3,24.3
2024-11-21 11:40:14,124.0,34.1,25.1,36.3,24.3
2024-11-21 11:40:14,120.0,34.1,25.1,36.3,24.3
2024-11-21 11:40:14,117.0,34.1,25.1,36.3,24.3
2024-11-21 11:40:14,114.0,34.1,25.1,36.3,24.3
2024-11-21 11:40:14,109.0,34.1,25.1,36.3,24.3
2024-11-21 11:40:18,110.0,34.1,25.1,36.3,24.3
2024-11-21 11:40:23,102.0,34.1,25.1,36.3,24.3
2024-11-21 11:40:29,109.0,34.1,25.1,36.3,24.3
2024-11-21 11:40:34,105.0,34.1,25.1,36.3,24.3
2024-11-21 11:40:39,105.0,34.1,25.1,36.3,24.3
2024-11-21 11:40:42,105.0,34.0,25.4,36.3,24.3
2024-11-21 11:40:44,97.0,34.0,25.4,36.3,24.3
2024-11-21 11:40:49,99.0,34.0,25.4,36.3,24.3
2024-11-21 11:40:54,105.0,34.0,25.4,36.3,24.3
2024-11-21 11:40:59,105.0,34.0,25.4,36.3,24.3
2024-11-21 11:41:05,98.0,34.0,25.4,36.3,24.3
2024-11-21 11:41:10,105.0,34.0,25.4,36.3,24.3
2024-11-21 11:41:17,106.0,34.0,25.4,36.3,24.3
2024-11-21 11:41:19,105.0,34.0,25.4,36.3,24.3
2024-11-21 11:41:24,110.0,34.0,25.4,36.3,24.3
2024-11-21 11:41:29,106.0,34.0,25.4,36.3,24.3
2024-11-21 11:41:36,97.0,34.0,25.4,36.3,24.3
2024-11-21 11:41:39,98.0,34.0,25.4,36.3,24.3
2024-11-21 11:41:42,98.0,33.9,25.5,35.8,24.2
2024-11-21 11:41:43,97.0,33.9,25.5,35.8,24.2
2024-11-21 11:41:48,102.0,33.9,25.5,35.8,24.2
2024-11-21 11:42:14,106.0,33.9,25.5,35.8,24.2
2024-11-21 11:42:14,106.0,33.9,25.5,35.8,24.2
2024-11-21 11:42:14,97.0,33.9,25.5,35.8,24.2
2024-11-21 11:42:14,96.0,33.9,25.5,35.8,24.2
2024-11-21 11:42:35,100.0,33.9,25.5,35.8,24.2
2024-11-21 11:42:39,106.0,33.9,25.5,35.8,24.2
2024-11-21 11:42:42,106.0,33.7,25.5,34.9,23.9
2024-11-21 11:42:44,103.0,33.7,25.5,34.9,23.9
2024-11-21 11:42:45,102.0,33.7,25.5,34.9,23.9
2024-11-21 11:42:45,96.0,33.7,25.5,34.9,23.9
2024-11-21 11:42:49,105.0,33.7,25.5,34.9,23.9
2024-11-21 11:42:54,105.0,33.7,25.5,34.9,23.9
2024-11-21 11:42:59,98.0,33.7,25.5,34.9,23.9
2024-11-21 11:43:04,94.0,33.7,25.5,34.9,23.9
2024-11-21 11:43:09,95.0,33.7,25.5,34.9,23.9
2024-11-21 11:43:14,100.0,33.7,25.5,34.9,23.9
2024-11-21 11:43:20,100.0,33.7,25.5,34.9,23.9
2024-11-21 11:43:23,96.0,33.7,25.5,34.9,23.9
2024-11-21 11:43:28,98.0,33.7,25.5,34.9,23.9
2024-11-21 11:43:33,103.0,33.7,25.5,34.9,23.9
2024-11-21 11:43:38,106.0,33.7,25.5,34.9,23.9
2024-11-21 11:43:42,106.0,33.7,25.9,34.7,23.9
2024-11-21 11:43:44,110.0,33.7,25.9,34.7,23.9
2024-11-21 11:43:49,109.0,33.7,25.9,34.7,23.9
2024-11-21 11:43:54,109.0,33.7,25.9,34.7,23.9
2024-11-21 11:43:59,112.0,33.7,25.9,34.7,23.9
2024-11-21 11:44:04,113.0,33.7,25.9,34.7,23.9
2024-11-21 11:44:09,111.0,33.7,25.9,34.7,23.9
2024-11-21 11:44:14,106.0,33.7,25.9,34.7,23.9
2024-11-21 11:44:19,108.0,33.7,25.9,34.7,23.9
2024-11-21 11:44:34,93.0,33.7,25.9,34.7,23.9
2024-11-21 11:44:39,93.0,33.7,25.9,34.7,23.9
2024-11-21 11:44:42,93.0,33.3,26.2,34.3,23.8
2024-11-21 11:44:44,104.0,33.3,26.2,34.3,23.8
2024-11-21 11:44:48,106.0,33.3,26.2,34.3,23.8
2024-11-21 11:44:53,105.0,33.3,26.2,34.3,23.8
2024-11-21 11:44:58,93.0,33.3,26.2,34.3,23.8
2024-11-21 11:45:03,89.0,33.3,26.2,34.3,23.8
2024-11-21 11:45:08,89.0,33.3,26.2,34.3,23.8
2024-11-21 11:45:13,84.0,33.3,26.2,34.3,23.8
2024-11-21 11:45:19,78.0,33.3,26.2,34.3,23.8
